title,price,brand,category,producturl,imageurl
Nu Pure Still Spring Water 600mL x 20 pack,$11.00,Nu Pure,Drinks,https://www.woolworths.com.au/shop/productdetails/81274/nu-pure-still-spring-water,https://cdn1.woolworths.media/content/wowproductimages/large/081274.jpg
Monster Energy Ultra Multipack Cans 500mL x 4 pack,$16.00,Monster,Drinks,https://www.woolworths.com.au/shop/productdetails/511504/monster-energy-ultra-multipack-cans,https://cdn1.woolworths.media/content/wowproductimages/large/511504.jpg
Coca-Cola Zero Sugar Soft Drink Mini Bottles 300mL x 12 pack,$20.00,Coca-Cola,Drinks,https://www.woolworths.com.au/shop/productdetails/679122/coca-cola-zero-sugar-soft-drink-mini-bottles,https://cdn1.woolworths.media/content/wowproductimages/large/679122.jpg
Gatorade Sports Drinks Grape Electrolyte Hydration Bottle 600mL,$2.10,Gatorade,Drinks,https://www.woolworths.com.au/shop/productdetails/262841/gatorade-sports-drinks-grape-electrolyte-hydration-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/262841.jpg
Gatorade Sports Drinks Lemon Lime Electrolyte Hydration Bottle 600mL,$2.10,Gatorade,Drinks,https://www.woolworths.com.au/shop/productdetails/30441/gatorade-sports-drinks-lemon-lime-electrolyte-hydration-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/030441.jpg
Sprite Lemonade Soft Drink Mini Cans 250mL x 6 pack,$10.00,Sprite,Drinks,https://www.woolworths.com.au/shop/productdetails/244826/sprite-lemonade-soft-drink-mini-cans,https://cdn1.woolworths.media/content/wowproductimages/large/244826.jpg
Pepsi Max No Sugar Cola Soft Drink Bottle 2L,$3.80,Pepsi Max,Drinks,https://www.woolworths.com.au/shop/productdetails/7984/pepsi-max-no-sugar-cola-soft-drink-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/007984.jpg
Woolworths Spring Water Bottle 1.5L,$0.80,Woolworths,Drinks,https://www.woolworths.com.au/shop/productdetails/749793/woolworths-spring-water-bottle,https://cdn1.woolworths.media/content/wowproductimages/large/749793.jpg
Powerade ION4 Blackcurrant Sports Drink Sipper Cap 600mL,$4.40,Powerade,Drinks,https://www.woolworths.com.au/shop/productdetails/279908/powerade-ion4-blackcurrant-sports-drink-sipper-cap,https://cdn1.woolworths.media/content/wowproductimages/large/279908.jpg
Sanitarium So Good Almond Long Life Milk UHT 1L,$2.90,Sanitarium,Drinks,https://www.woolworths.com.au/shop/productdetails/710014/sanitarium-so-good-almond-long-life-milk-uht,https://cdn1.woolworths.media/content/wowproductimages/large/710014.jpg
